Category	Subcategory	Subsystem	Role	Features
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	fig|6666666.5373.peg.7630, fig|6666666.5373.peg.7629
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	fig|6666666.5373.peg.963, fig|6666666.5373.peg.5929
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26)	fig|6666666.5373.peg.1879
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Phosphate:acyl-ACP acyltransferase PlsX	fig|6666666.5373.peg.148, fig|6666666.5373.peg.149
Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Glycerate kinase (EC 2.7.1.31)	fig|6666666.5373.peg.3901, fig|6666666.5373.peg.5674, fig|6666666.5373.peg.3900, fig|6666666.5373.peg.5673
Fatty Acids, Lipids, and Isoprenoids	Triacylglycerols	Triacylglycerol metabolism	Lysophospholipase L2 (EC 3.1.1.5)	fig|6666666.5373.peg.3952
Fatty Acids, Lipids, and Isoprenoids	Triacylglycerols	Triacylglycerol metabolism	Putative lipase in cluster with Phosphatidate cytidylyltransferase	fig|6666666.5373.peg.1432, fig|6666666.5373.peg.1431
Fatty Acids, Lipids, and Isoprenoids	Triacylglycerols	Triacylglycerol metabolism	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	fig|6666666.5373.peg.6751
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	fig|6666666.5373.peg.2008, fig|6666666.5373.peg.2009, fig|6666666.5373.peg.6807
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)	fig|6666666.5373.peg.2187
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	fig|6666666.5373.peg.6809
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	fig|6666666.5373.peg.5793
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	fig|6666666.5373.peg.4847
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Acyl carrier protein phosphodiesterase (EC 3.1.4.14)	fig|6666666.5373.peg.2446
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	fig|6666666.5373.peg.151
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	fig|6666666.5373.peg.150
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	fig|6666666.5373.peg.4284, fig|6666666.5373.peg.4283
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	fig|6666666.5373.peg.3592, fig|6666666.5373.peg.3591
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	fig|6666666.5373.peg.4017
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	fig|6666666.5373.peg.1945, fig|6666666.5373.peg.1944
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	fig|6666666.5373.peg.1801
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	4&#39;-phosphopantetheinyl transferase (EC 2.7.8.-)	fig|6666666.5373.peg.6229
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	Acyl carrier protein	fig|6666666.5373.peg.6808
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty Acid Biosynthesis FASII	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	fig|6666666.5373.peg.7194
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Carnitine Metabolism in Microorganisms	L-carnitine/gamma-butyrobetaine antiporter	fig|6666666.5373.peg.7350, fig|6666666.5373.peg.1235
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Carnitine Metabolism in Microorganisms	Electron transfer flavoprotein, alpha subunit FixB	fig|6666666.5373.peg.7354, fig|6666666.5373.peg.7353
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Carnitine Metabolism in Microorganisms	Crotonobetainyl-CoA:carnitine CoA-transferase (EC 2.8.3.-)	fig|6666666.5373.peg.1230, fig|6666666.5373.peg.5539, fig|6666666.5373.peg.1231
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Carnitine Metabolism in Microorganisms	Crotonobetaine carnitine-CoA ligase (EC 6.3.2.-)	fig|6666666.5373.peg.2759, fig|6666666.5373.peg.1574, fig|6666666.5373.peg.5538
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Carnitine Metabolism in Microorganisms	Carnitinyl-CoA dehydratase (EC 4.2.1.-)	fig|6666666.5373.peg.1575
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Carnitine Metabolism in Microorganisms	Crotonobetainyl-CoA dehydrogenase (EC 1.3.99.-)	fig|6666666.5373.peg.1234, fig|6666666.5373.peg.1232, fig|6666666.5373.peg.1233
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Carnitine Metabolism in Microorganisms	Electron transfer flavoprotein, beta subunit FixA	fig|6666666.5373.peg.7352, fig|6666666.5373.peg.7351
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Carnitine Metabolism in Microorganisms	Carnitine operon protein CaiE	fig|6666666.5373.peg.1576
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Carnitine Metabolism in Microorganisms	Carnitine racemase (EC 5.-.-.-)	fig|6666666.5373.peg.1575
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)	fig|6666666.5373.peg.189, fig|6666666.5373.peg.7702, fig|6666666.5373.peg.5027, fig|6666666.5373.peg.191, fig|6666666.5373.peg.2284, fig|6666666.5373.peg.7701, fig|6666666.5373.peg.190
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	Enoyl-CoA hydratase (EC 4.2.1.17)	fig|6666666.5373.peg.189, fig|6666666.5373.peg.7702, fig|6666666.5373.peg.5027, fig|6666666.5373.peg.191, fig|6666666.5373.peg.2284, fig|6666666.5373.peg.7701, fig|6666666.5373.peg.190
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	fig|6666666.5373.peg.6500, fig|6666666.5373.peg.1416, fig|6666666.5373.peg.4900, fig|6666666.5373.peg.7270, fig|6666666.5373.peg.7271, fig|6666666.5373.peg.6501, fig|6666666.5373.peg.4899, fig|6666666.5373.peg.4901
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	fig|6666666.5373.peg.186, fig|6666666.5373.peg.7699, fig|6666666.5373.peg.7700, fig|6666666.5373.peg.187, fig|6666666.5373.peg.188
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid metabolism cluster	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	fig|6666666.5373.peg.189, fig|6666666.5373.peg.7702, fig|6666666.5373.peg.5027, fig|6666666.5373.peg.191, fig|6666666.5373.peg.2284, fig|6666666.5373.peg.7701, fig|6666666.5373.peg.190
Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Acyl-CoA thioesterase II	Acyl-CoA thioesterase II (EC 3.1.2.-)	fig|6666666.5373.peg.2739
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)	fig|6666666.5373.peg.189, fig|6666666.5373.peg.7702, fig|6666666.5373.peg.5027, fig|6666666.5373.peg.191, fig|6666666.5373.peg.2284, fig|6666666.5373.peg.7701, fig|6666666.5373.peg.190
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	Enoyl-CoA hydratase (EC 4.2.1.17)	fig|6666666.5373.peg.189, fig|6666666.5373.peg.7702, fig|6666666.5373.peg.5027, fig|6666666.5373.peg.191, fig|6666666.5373.peg.2284, fig|6666666.5373.peg.7701, fig|6666666.5373.peg.190
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	fig|6666666.5373.peg.186, fig|6666666.5373.peg.7699, fig|6666666.5373.peg.7700, fig|6666666.5373.peg.187, fig|6666666.5373.peg.188
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	fig|6666666.5373.peg.189, fig|6666666.5373.peg.7702, fig|6666666.5373.peg.5027, fig|6666666.5373.peg.191, fig|6666666.5373.peg.2284, fig|6666666.5373.peg.7701, fig|6666666.5373.peg.190
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	fig|6666666.5373.peg.186, fig|6666666.5373.peg.7699, fig|6666666.5373.peg.7136, fig|6666666.5373.peg.7700, fig|6666666.5373.peg.187, fig|6666666.5373.peg.188
Fatty Acids, Lipids, and Isoprenoids	Fatty Acids, Lipids, and Isoprenoids - no subcategory	Polyhydroxybutyrate metabolism	D-beta-hydroxybutyrate dehydrogenase (EC 1.1.1.30)	fig|6666666.5373.peg.387, fig|6666666.5373.peg.386
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid Biosynthesis	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	fig|6666666.5373.peg.1261
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid Biosynthesis	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	fig|6666666.5373.peg.4974
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid Biosynthesis	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	fig|6666666.5373.peg.6167, fig|6666666.5373.peg.6168
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid Biosynthesis	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	fig|6666666.5373.peg.186, fig|6666666.5373.peg.7699, fig|6666666.5373.peg.7136, fig|6666666.5373.peg.7700, fig|6666666.5373.peg.187, fig|6666666.5373.peg.188
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid Biosynthesis	Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	fig|6666666.5373.peg.1479
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid Biosynthesis	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	fig|6666666.5373.peg.6424, fig|6666666.5373.peg.5244
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid Biosynthesis	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	fig|6666666.5373.peg.2343
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid Biosynthesis	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	fig|6666666.5373.peg.5851, fig|6666666.5373.peg.5850
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid Biosynthesis	Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)	fig|6666666.5373.peg.3064, fig|6666666.5373.peg.6473
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid Biosynthesis	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)	fig|6666666.5373.peg.1904
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid Biosynthesis	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	fig|6666666.5373.peg.6169
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Polyprenyl Diphosphate Biosynthesis	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	fig|6666666.5373.peg.2579
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Polyprenyl Diphosphate Biosynthesis	Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)	fig|6666666.5373.peg.3064, fig|6666666.5373.peg.6473
Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Polyprenyl Diphosphate Biosynthesis	Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	fig|6666666.5373.peg.1479
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Allantoin Utilization	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	fig|6666666.5373.peg.3902, fig|6666666.5373.peg.5664, fig|6666666.5373.peg.596
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Allantoin Utilization	DNA-binding transcriptional activator of the allD operon	fig|6666666.5373.peg.7015
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Allantoin Utilization	Glyoxylate carboligase (EC 4.1.1.47)	fig|6666666.5373.peg.594, fig|6666666.5373.peg.593, fig|6666666.5373.peg.591, fig|6666666.5373.peg.592
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Allantoin Utilization	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	fig|6666666.5373.peg.5679
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Allantoin Utilization	Allantoin permease	fig|6666666.5373.peg.5666, fig|6666666.5373.peg.5667, fig|6666666.5373.peg.5665, fig|6666666.5373.peg.5668
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Allantoin Utilization	Negative regulator of allantoin and glyoxylate utilization operons	fig|6666666.5373.peg.590
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Allantoin Utilization	Allantoinase (EC 3.5.2.5)	fig|6666666.5373.peg.5669, fig|6666666.5373.peg.5670, fig|6666666.5373.peg.5671
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Allantoin Utilization	Ureidoglycolate hydrolase (EC 3.5.3.19)	fig|6666666.5373.peg.4093
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Allantoin Utilization	Allantoate amidohydrolase (EC 3.5.3.9)	fig|6666666.5373.peg.5678
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Allantoin Utilization	Glycerate kinase (EC 2.7.1.31)	fig|6666666.5373.peg.3901, fig|6666666.5373.peg.5674, fig|6666666.5373.peg.3900, fig|6666666.5373.peg.5673
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Cyanate hydrolysis	Carbonic anhydrase (EC 4.2.1.1)	fig|6666666.5373.peg.6257, fig|6666666.5373.peg.2504
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Cyanate hydrolysis	Cyn operon transcriptional activator	fig|6666666.5373.peg.6256
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Cyanate hydrolysis	Cyanate transport protein CynX	fig|6666666.5373.peg.6259
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Cyanate hydrolysis	Cyanate hydratase (EC 4.2.1.104)	fig|6666666.5373.peg.6258
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrosative stress	Nitric oxide-dependent regulator DnrN or NorA	fig|6666666.5373.peg.3774
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrosative stress	Nitrite-sensitive transcriptional repressor NsrR	fig|6666666.5373.peg.4472
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrosative stress	Hydroxylamine reductase (EC 1.7.-.-)	fig|6666666.5373.peg.1994, fig|6666666.5373.peg.4732
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrosative stress	Functional role page for Anaerobic nitric oxide reductase transcription regulator NorR	fig|6666666.5373.peg.7162, fig|6666666.5373.peg.7161
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrosative stress	Anaerobic nitric oxide reductase flavorubredoxin	fig|6666666.5373.peg.7158, fig|6666666.5373.peg.7160
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrosative stress	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-)	fig|6666666.5373.peg.4384, fig|6666666.5373.peg.4383, fig|6666666.5373.peg.4382
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrosative stress	NADH oxidoreductase hcr (EC 1.-.-.-)	fig|6666666.5373.peg.4731
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Nitrogen regulatory protein P-II	fig|6666666.5373.peg.79, fig|6666666.5373.peg.4615, fig|6666666.5373.peg.4614
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Nitrogen regulation protein NR(I)	fig|6666666.5373.peg.3588, fig|6666666.5373.peg.3587
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	fig|6666666.5373.peg.1577, fig|6666666.5373.peg.1578, fig|6666666.5373.peg.1690
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Ammonium transporter	fig|6666666.5373.peg.4613, fig|6666666.5373.peg.4611, fig|6666666.5373.peg.4612, fig|6666666.5373.peg.4610
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Nitrogen regulation protein NR(II) (EC 2.7.3.-)	fig|6666666.5373.peg.3589
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	fig|6666666.5373.peg.323, fig|6666666.5373.peg.326, fig|6666666.5373.peg.329, fig|6666666.5373.peg.324, fig|6666666.5373.peg.328, fig|6666666.5373.peg.321, fig|6666666.5373.peg.325, fig|6666666.5373.peg.322, fig|6666666.5373.peg.320, fig|6666666.5373.peg.327
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	fig|6666666.5373.peg.3590
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	fig|6666666.5373.peg.6992, fig|6666666.5373.peg.6991, fig|6666666.5373.peg.2761
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	fig|6666666.5373.peg.332, fig|6666666.5373.peg.331, fig|6666666.5373.peg.330, fig|6666666.5373.peg.1901, fig|6666666.5373.peg.5723, fig|6666666.5373.peg.333
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	fig|6666666.5373.peg.5967, fig|6666666.5373.peg.5966, fig|6666666.5373.peg.1410, fig|6666666.5373.peg.4075, fig|6666666.5373.peg.1764, fig|6666666.5373.peg.5965, fig|6666666.5373.peg.4074
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Nitrate/nitrite transporter	fig|6666666.5373.peg.683, fig|6666666.5373.peg.5968, fig|6666666.5373.peg.5969, fig|6666666.5373.peg.1765
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Polyferredoxin NapH (periplasmic nitrate reductase)	fig|6666666.5373.peg.7026
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Cytochrome c-type protein NapC	fig|6666666.5373.peg.7028
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Nitrate reductase cytochrome c550-type subunit	fig|6666666.5373.peg.7027
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	NrfC protein	fig|6666666.5373.peg.1046, fig|6666666.5373.peg.1047
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Cytochrome c-type heme lyase subunit nrfG, nitrite reductase complex assembly	fig|6666666.5373.peg.5957
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Cytochrome c-type heme lyase subunit nrfF, nitrite reductase complex assembly	fig|6666666.5373.peg.5958
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Respiratory nitrate reductase gamma chain (EC 1.7.99.4)	fig|6666666.5373.peg.1724, fig|6666666.5373.peg.1723, fig|6666666.5373.peg.1514
Nitrogen Metabolism	Nitrogen Metabolism - no subcategory	Nitrate and nitrite ammonification	Nitrate/nitrite sensor protein (EC 2.7.3.-)	fig|6666666.5373.peg.951, fig|6666666.5373.peg.5720, fig|6666666.5373.peg.950, fig|6666666.5373.peg.2248, fig|6666666.5373.peg.5719
